'Velocity (m/s)', 'Force parallel v (N)', 'Force normal v (N)', "Particles per tick", 'Time to complete (s)', 'Time of completion','Angular velocity (rad/s)'
38,0.8269057620170833,-0.007766661239104967,45,12,Sun Apr 26 10:46:16 2026,0.0
38,0.8538652628233871,0.006309583638954686,45,19,Sun Apr 26 10:47:12 2026,0.0
38,0.8955918112430005,0.008668881752085017,45,22,Sun Apr 26 10:48:11 2026,0.0
38,0.7309158525195888,0.10487155225038038,45,16,Sun Apr 26 10:50:23 2026,1.0
38,0.8530344847031329,0.12293515903082687,45,17,Sun Apr 26 10:50:46 2026,1.0
38,0.9919511479252742,0.05903933399393121,45,7,Sun Apr 26 10:51:03 2026,1.0
38,0.8731240559452517,0.10898777003159561,45,13,Sun Apr 26 10:51:47 2026,1.0
38,0.8932008155408387,0.0822479383606661,45,21,Sun Apr 26 10:52:22 2026,1.0
38,0.7345528927734257,0.11294251619880609,45,22,Sun Apr 26 10:53:14 2026,1.0
37,0.8680479289654066,-0.011464097538991637,45,17,Sun Apr 26 13:01:44 2026,0.0
37,0.7654918310461003,0.010074877314561147,45,9,Sun Apr 26 13:02:03 2026,0.0
37,0.8858884627384344,-0.024673025048463176,45,10,Sun Apr 26 13:02:47 2026,0.0
37,0.7674248196831732,0.06792719438132519,45,20,Sun Apr 26 13:04:53 2026,1.0
37,0.7804218981542018,0.10369074934440616,45,9,Sun Apr 26 13:05:24 2026,1.0
37,0.8507262095711321,0.04497383331525721,45,11,Sun Apr 26 13:05:51 2026,1.0
37,0.8333870549682691,0.09972952036149305,45,11,Sun Apr 26 13:06:14 2026,1.0
37,0.9670184480772214,0.08794713881030318,45,11,Sun Apr 26 13:06:52 2026,1.0
37,0.7706416871812418,0.13935082523863151,45,29,Sun Apr 26 13:08:03 2026,1.0
36,1.0825132309444123,-0.0018707090084587646,45,16,Sun Apr 26 13:10:00 2026,0.0
36,0.7761923734451196,0.01784281924848422,45,12,Sun Apr 26 13:11:06 2026,0.0
36,0.7967777538079489,0.002440343553764941,45,11,Sun Apr 26 13:11:48 2026,0.0
36,1.0021854479888794,0.06157584037583673,45,8,Sun Apr 26 13:14:43 2026,1.0
36,0.7772926199338991,0.14155325654697515,45,9,Sun Apr 26 13:15:13 2026,1.0
36,0.7858073056846681,0.1268073172178235,45,10,Sun Apr 26 13:15:40 2026,1.0
36,0.9030705076198576,0.12372865664675743,45,10,Sun Apr 26 13:16:21 2026,1.0
36,0.7126404145753107,0.02694459063666783,45,11,Sun Apr 26 13:17:01 2026,1.0
35,0.9861387071325197,-0.014127058648050562,45,8,Sun Apr 26 13:24:54 2026,0.0
35,0.7515076497100499,-0.02355908364827001,45,10,Sun Apr 26 13:25:42 2026,0.0
35,0.827967153465671,-0.0025591578974875156,45,13,Sun Apr 26 13:26:53 2026,0.0
35,0.9617916219348893,0.06833818036049032,45,7,Sun Apr 26 13:30:32 2026,1.0
35,0.7086668678763454,0.08949617490071819,45,9,Sun Apr 26 13:31:19 2026,1.0
35,0.7829272613674135,0.049629038387337926,45,10,Sun Apr 26 13:31:57 2026,1.0
35,0.7304646281604362,0.054299614960830356,45,11,Sun Apr 26 13:33:00 2026,1.0
35,0.7869301851577495,0.1558103881141136,45,26,Sun Apr 26 13:34:08 2026,1.0
35,0.7373856285884357,0.04480621766191902,45,30,Sun Apr 26 13:34:51 2026,1.0
34,0.6546700538838159,-0.005197674240379309,45,7,Sun Apr 26 13:56:29 2026,0.0
34,0.8556518065220847,-0.03223893093516734,45,11,Sun Apr 26 13:57:21 2026,0.0
34,0.8402050125647331,0.003116604115910776,45,15,Sun Apr 26 13:58:10 2026,0.0
34,0.807388694220271,0.10470518290019801,45,9,Sun Apr 26 14:04:25 2026,1.0
34,0.8080980185219028,0.0904828399174993,45,10,Sun Apr 26 14:05:01 2026,1.0
34,0.6236067358289408,0.08976611909833988,45,13,Sun Apr 26 14:05:46 2026,1.0
34,0.7135673345654915,0.10366551331736362,45,14,Sun Apr 26 14:06:31 2026,1.0
34,0.7497054679049115,0.10637601734386745,45,15,Sun Apr 26 14:07:37 2026,1.0
34,0.721749279375911,0.06565299214265312,45,12,Sun Apr 26 14:08:22 2026,1.0
33,0.706351435878404,-0.038496290316303194,45,23,Sun Apr 26 14:12:03 2026,0.0
33,0.7919714049694278,-0.008676122680522244,45,24,Sun Apr 26 14:12:49 2026,0.0
33,0.768446240269337,0.013284886848616407,45,11,Sun Apr 26 14:13:17 2026,0.0
33,0.8194943230668958,0.05929246935410559,45,10,Sun Apr 26 14:16:04 2026,1.0
33,0.7233317613309794,0.12317666278946374,45,28,Sun Apr 26 14:17:53 2026,1.0
33,0.7719813504466673,0.10106435318181249,45,11,Sun Apr 26 14:18:44 2026,1.0
33,0.7337562083762228,0.0626495803418772,45,14,Sun Apr 26 14:23:28 2026,1.0
33,0.6452543682941325,0.11230350610859736,45,17,Sun Apr 26 14:28:17 2026,1.0
33,0.6968849401799019,0.12872862636021565,45,13,Sun Apr 26 14:29:05 2026,1.0
32,0.7208987882718375,-0.0121762045562764,45,14,Sun Apr 26 14:32:15 2026,0.0
32,0.726176132089482,-0.0007921174977306984,45,13,Sun Apr 26 14:32:54 2026,0.0
32,0.7538186409183669,0.006133102145248581,45,13,Sun Apr 26 14:34:30 2026,0.0
32,0.6637464096973084,0.12282155554546832,45,10,Sun Apr 26 14:36:17 2026,1.0
32,0.7151684338348601,0.08994970313285602,45,11,Sun Apr 26 14:37:02 2026,1.0
32,0.6628967701210138,0.05001817710384845,45,14,Sun Apr 26 14:38:09 2026,1.0
32,0.7032177377424736,0.04333236200977252,45,14,Sun Apr 26 14:39:06 2026,1.0
32,0.8217878200340634,0.13161746736972343,45,11,Sun Apr 26 14:39:48 2026,1.0
32,0.8016479383751101,0.12266282883719164,45,11,Sun Apr 26 14:40:31 2026,1.0
31,0.6830749292436924,0.017000358763891738,45,10,Sun Apr 26 14:42:40 2026,0.0
31,0.7718679061860947,0.004135935242581297,45,11,Sun Apr 26 14:43:33 2026,0.0
31,0.7831344902929409,0.003474865889430374,45,28,Sun Apr 26 14:44:16 2026,0.0
31,0.7219523012967785,0.12871264096765941,45,9,Sun Apr 26 14:46:09 2026,1.0
31,0.7822597171273511,0.13566034729167906,45,11,Sun Apr 26 14:47:08 2026,1.0
31,0.607923913977104,0.07672651457768095,45,18,Sun Apr 26 14:48:07 2026,1.0
31,0.6315247085867699,0.08542028803540093,45,19,Sun Apr 26 14:49:01 2026,1.0
31,0.5907168603904371,0.1184888823999427,45,21,Sun Apr 26 14:49:54 2026,1.0
31,0.6135180424762171,0.10089018830605971,45,21,Sun Apr 26 14:51:02 2026,1.0
30,0.6003799898527907,-0.0056933501208303065,35,10,Sun Apr 26 14:05:05 2026,0.0
30,0.5979168475815273,-0.02886495802889989,35,10,Sun Apr 26 14:05:20 2026,0.0
30,0.576388401026216,0.050892269775488726,35,11,Sun Apr 26 14:05:36 2026,0.0
30,0.5649726141611129,-0.007144944221527681,35,10,Sun Apr 26 14:09:47 2026,1.0
30,0.581695533511544,0.010768745488945918,35,10,Sun Apr 26 14:09:59 2026,1.0
30,0.5619811518754134,0.04018032497566355,35,10,Sun Apr 26 14:10:12 2026,1.0
30,0.5669615203405063,0.02688089552801207,35,10,Sun Apr 26 14:10:26 2026,1.0
30,0.5735035342024464,0.05443567716841035,35,12,Sun Apr 26 14:10:40 2026,1.0
30,0.5792817533278602,0.057817304556146525,35,10,Sun Apr 26 14:10:52 2026,1.0
29,0.5411612979879797,0.023632530878014743,35,14,Sun Apr 26 14:14:41 2026,0.0
29,0.5811045516599102,-0.0221348046813684,35,12,Sun Apr 26 14:15:02 2026,0.0
29,0.5811901953316292,0.013602240705964698,35,11,Sun Apr 26 14:15:21 2026,0.0
29,0.5240137325438868,0.03201046085537102,35,10,Sun Apr 26 14:18:45 2026,1.0
29,0.5735423055957132,0.021509982236821,35,10,Sun Apr 26 14:19:03 2026,1.0
29,0.516815922102075,0.01033309734337632,35,10,Sun Apr 26 14:19:17 2026,1.0
29,0.5623863191116124,0.04395173831484555,35,11,Sun Apr 26 14:19:41 2026,1.0
29,0.5888102059813538,0.05735101970695547,35,12,Sun Apr 26 14:20:05 2026,1.0
29,0.5197726977334414,0.04208028623512988,35,11,Sun Apr 26 14:20:20 2026,1.0
28,0.5402890225916915,0.007875916797892912,35,13,Sun Apr 26 14:23:41 2026,0.0
28,0.5567733473206887,0.008442467399124277,35,11,Sun Apr 26 14:23:58 2026,0.0
28,0.5432724660079926,-0.01109587919115763,35,11,Sun Apr 26 14:24:41 2026,0.0
28,0.49402628196488796,0.025546390911088165,35,12,Sun Apr 26 14:29:11 2026,1.0
28,0.5481710324388746,0.026677891077572725,35,12,Sun Apr 26 14:29:38 2026,1.0
28,0.5356581001785989,0.014604962733661955,35,11,Sun Apr 26 14:29:55 2026,1.0
28,0.46927059406638993,0.056919024305694337,35,11,Sun Apr 26 14:30:32 2026,1.0
28,0.5266434857766753,-0.00884366153550946,35,11,Sun Apr 26 14:30:52 2026,1.0
28,0.552396288585088,0.024252585866413063,35,11,Sun Apr 26 14:31:19 2026,1.0
27,0.5324166956139849,-0.0061612218956842634,35,11,Sun Apr 26 14:34:45 2026,0.0
27,0.5199381889842969,0.009278923007548222,35,11,Sun Apr 26 14:35:06 2026,0.0
27,0.562119248450165,0.02771537950102764,35,12,Sun Apr 26 14:35:24 2026,0.0
27,0.5237359902016121,-0.002386246056219896,35,11,Sun Apr 26 14:38:46 2026,1.0
27,0.5323270576070067,0.01896193741723866,35,11,Sun Apr 26 14:39:04 2026,1.0
27,0.4943627281315648,0.04935452188941405,35,11,Sun Apr 26 14:39:21 2026,1.0
27,0.5003666312177629,0.052527520541259747,35,12,Sun Apr 26 14:39:43 2026,1.0
27,0.5509201535001255,0.028669339836683707,35,11,Sun Apr 26 14:40:10 2026,1.0
27,0.5687717497143921,0.020978294077686088,35,11,Sun Apr 26 14:40:28 2026,1.0
26,0.515669002523095,-0.0038450217267216313,35,9,Mon Apr 27 17:21:40 2026,0.0
26,0.5072313240933853,-0.022056097459123875,35,9,Mon Apr 27 17:21:51 2026,0.0
26,0.48429068100287764,0.018872089894809152,35,8,Mon Apr 27 17:22:03 2026,0.0
26,0.49239613414497624,0.012599644398817573,35,8,Mon Apr 27 17:27:59 2026,1.0
26,0.45350136584719675,0.03629293652797973,35,8,Mon Apr 27 17:28:09 2026,1.0
26,0.511106735867475,0.010385390606642229,35,8,Mon Apr 27 17:28:20 2026,1.0
26,0.48489020931389465,0.036678677503185826,35,9,Mon Apr 27 17:28:33 2026,1.0
26,0.4818916709492347,0.040778107741190166,35,8,Mon Apr 27 17:28:48 2026,1.0
26,0.46511917832896776,0.002595543310743823,35,8,Mon Apr 27 17:29:07 2026,1.0
25,0.3892818893194856,0.004042731235590037,30,7,Mon Apr 27 17:33:13 2026,0.0
25,0.39188821737268015,0.024044270867022915,30,8,Mon Apr 27 17:33:23 2026,0.0
25,0.4279514578886749,0.009800528669907415,30,8,Mon Apr 27 17:33:38 2026,0.0
25,0.39867678890956076,0.03962206257790443,30,7,Mon Apr 27 17:36:30 2026,1.0
25,0.41043900811588196,0.03502847543348369,30,7,Mon Apr 27 17:36:47 2026,1.0
25,0.3869114391577954,0.023866112371047313,30,7,Mon Apr 27 17:37:00 2026,1.0
25,0.3963231847479093,0.02591593735452223,30,8,Mon Apr 27 17:37:13 2026,1.0
25,0.39038884735238344,0.001323616328163342,30,7,Mon Apr 27 17:37:26 2026,1.0
25,0.3971372946191017,0.009057118384393647,30,7,Mon Apr 27 17:37:46 2026,1.0
24,0.39519346780439163,0.024309370729696116,30,7,Mon Apr 27 17:41:18 2026,0.0
24,0.3999875046259413,0.008406010849708784,30,7,Mon Apr 27 17:41:36 2026,0.0
24,0.401526846478944,0.036366219154754485,30,7,Mon Apr 27 17:41:55 2026,0.0
24,0.4357605926030151,0.03344464039017749,30,7,Mon Apr 27 17:44:18 2026,1.0
24,0.4037927685666193,0.03970972755692006,30,7,Mon Apr 27 17:44:29 2026,1.0
24,0.38385069307007025,0.012887143617808785,30,7,Mon Apr 27 17:44:39 2026,1.0
24,0.38927284520175176,0.042970873432602544,30,7,Mon Apr 27 17:44:49 2026,1.0
24,0.38357395789576243,-0.032718704180279244,30,7,Mon Apr 27 17:45:00 2026,1.0
24,0.38734085349887337,-0.00129493018253359,30,7,Mon Apr 27 17:45:14 2026,1.0
23,0.3576106810229641,0.005739329777824374,30,8,Mon Apr 27 17:48:34 2026,0.0
23,0.3950684338499912,0.021124256906755207,30,8,Mon Apr 27 17:48:44 2026,0.0
23,0.3899630453163187,-0.012226353144046874,30,7,Mon Apr 27 17:48:55 2026,0.0
23,0.3968031488302712,0.03497589303087824,30,7,Mon Apr 27 17:50:53 2026,1.0
23,0.407497290284157,0.03637998403102552,30,7,Mon Apr 27 17:51:02 2026,1.0
23,0.35808256599024724,0.04917646022423108,30,8,Mon Apr 27 17:51:12 2026,1.0
23,0.3853595708084158,0.03211078404697683,30,7,Mon Apr 27 17:51:22 2026,1.0
23,0.38714211081686073,0.02437900931670776,30,8,Mon Apr 27 17:51:32 2026,1.0
23,0.3516629612935693,0.002629162981512345,30,7,Mon Apr 27 17:51:41 2026,1.0
22,0.3606931561375094,0.01513970361437713,30,8,Mon Apr 27 17:54:24 2026,0.0
22,0.37614458931725775,0.004032534880632284,30,8,Mon Apr 27 17:54:49 2026,0.0
22,0.34444171514147615,-0.0124742438269837,30,8,Mon Apr 27 17:55:13 2026,0.0
22,0.3366505159608894,0.004202202931842776,30,8,Mon Apr 27 17:59:09 2026,1.0
22,0.3533701865534474,0.029636486184604936,30,8,Mon Apr 27 17:59:19 2026,1.0
22,0.3605710832585173,0.029172596625496334,30,7,Mon Apr 27 17:59:29 2026,1.0
22,0.3596181007190831,0.02868858191211561,30,8,Mon Apr 27 17:59:43 2026,1.0
22,0.31589249381399825,0.014362242179729591,30,8,Mon Apr 27 17:59:57 2026,1.0
22,0.3347903830287203,0.008478556648649719,30,8,Mon Apr 27 18:00:11 2026,1.0
21,0.36161720283108434,0.018528070473984373,30,8,Mon Apr 27 18:03:00 2026,0.0
21,0.3383881081619799,-0.0024846657570414816,30,8,Mon Apr 27 18:03:12 2026,0.0
21,0.3274058389175807,0.02043313213776814,30,8,Mon Apr 27 18:03:27 2026,0.0
21,0.33601004396501055,0.01633398649610346,30,8,Mon Apr 27 18:07:26 2026,1.0
21,0.3171071714023456,0.030829618855157132,30,8,Mon Apr 27 18:07:36 2026,1.0
21,0.3514531056052506,0.023409920812761116,30,10,Mon Apr 27 18:07:54 2026,1.0
21,0.3529051129947502,0.028686664140398062,30,8,Mon Apr 27 18:08:04 2026,1.0
21,0.338061411409903,-0.0017607950028698121,30,8,Mon Apr 27 18:08:28 2026,1.0
21,0.311755502921112,0.02099122188343847,30,8,Mon Apr 27 18:08:45 2026,1.0
20,0.23524227782464602,0.008608980881164631,25,20,Fri Apr 24 13:43:20 2026,0.0
20,0.2477655166946723,-0.014430105038223845,25,21,Fri Apr 24 13:45:33 2026,0.0
20,0.24663146177767495,-0.0011191549893860796,25,11,Fri Apr 24 13:45:55 2026,0.0
20,0.29355622342232024,0.010542872619164813,25,8,Fri Apr 24 13:49:42 2026,1.0
20,0.2277273105958441,0.03787772579116554,25,9,Fri Apr 24 13:50:16 2026,1.0
20,0.2297048755479742,0.03481623304730699,25,9,Fri Apr 24 13:50:49 2026,1.0
20,0.2583502073627617,0.03477056178657368,25,9,Fri Apr 24 13:52:17 2026,1.0
20,0.24264692858208187,0.030590970314945752,25,8,Fri Apr 24 13:52:39 2026,1.0
20,0.29354742880991874,0.05570426606308747,25,8,Fri Apr 24 13:53:01 2026,1.0
19,0.2357612600506662,0.002319433848315886,25,10,Fri Apr 24 13:56:57 2026,0.0
19,0.2425871468332478,0.0009270216340369328,25,10,Fri Apr 24 13:57:13 2026,0.0
19,0.23027597061387486,0.007938290598139906,25,11,Fri Apr 24 13:57:32 2026,0.0
19,0.2357848077897094,0.02743301615091897,25,8,Fri Apr 24 14:00:59 2026,1.0
19,0.21432960457584216,0.03084494719862971,25,8,Fri Apr 24 14:01:13 2026,1.0
19,0.22558258038495801,0.008768615143356948,25,8,Fri Apr 24 14:01:27 2026,1.0
19,0.26821697575278247,0.06929116197102335,25,8,Fri Apr 24 14:01:47 2026,1.0
19,0.23788697753329044,0.04037107599618741,25,10,Fri Apr 24 14:03:10 2026,1.0
19,0.25204849383576644,0.08161609991117179,25,9,Fri Apr 24 14:03:24 2026,1.0
18,0.2196042399540961,-0.0038552560047497826,25,14,Fri Apr 24 14:21:10 2026,0.0
18,0.2131722203207949,-0.005307636628308048,25,14,Fri Apr 24 14:21:31 2026,0.0
18,0.21451710282978131,-0.00760563831024406,25,13,Fri Apr 24 14:21:55 2026,0.0
18,0.20987509565204354,0.047726554828528014,25,11,Fri Apr 24 14:26:54 2026,1.0
18,0.25022102030554205,0.03186250832830802,25,9,Fri Apr 24 14:27:17 2026,1.0
18,0.22279099281271544,0.03129967929012127,25,10,Fri Apr 24 14:27:30 2026,1.0
18,0.2742596148967119,0.05275131385388371,25,10,Fri Apr 24 14:27:48 2026,1.0
18,0.23565768012275223,0.04892824558253142,25,10,Fri Apr 24 14:28:11 2026,1.0
18,0.19755466454246856,0.03940135994825933,25,10,Fri Apr 24 14:28:34 2026,1.0
17,0.1990351032381172,-0.005030652414343123,25,12,Fri Apr 24 14:32:42 2026,0.0
17,0.1807802499415031,-0.01133023067004121,25,12,Fri Apr 24 14:32:57 2026,0.0
17,0.20407529010138467,0.002123850738680055,25,13,Fri Apr 24 14:33:13 2026,0.0
17,0.20859616019315144,0.03584452819127217,25,13,Fri Apr 24 16:21:46 2026,1.0
17,0.22119905841659057,0.04536270248432697,25,10,Fri Apr 24 16:22:04 2026,1.0
17,0.2587181065432617,0.06198906515667895,25,9,Fri Apr 24 16:22:21 2026,1.0
17,0.22651824861411274,0.05815771283016303,25,9,Fri Apr 24 16:22:34 2026,1.0
17,0.22469052335962697,0.02954608188379151,25,9,Fri Apr 24 16:22:50 2026,1.0
17,0.21751385169458382,0.08632029086606202,25,10,Fri Apr 24 16:23:05 2026,1.0
16,0.1996799030465098,0.008131433040062409,25,12,Fri Apr 24 16:26:50 2026,0.0
16,0.1830349595702497,-0.0026605905558983985,25,11,Fri Apr 24 16:27:06 2026,0.0
16,0.19355310765962214,0.0035687506666693646,25,12,Fri Apr 24 16:27:33 2026,0.0
16,0.22414037832566977,0.051366885728002736,25,11,Fri Apr 24 16:31:37 2026,1.0
16,0.23494853648987132,0.04169877605091195,25,10,Fri Apr 24 16:31:51 2026,1.0
16,0.18950883716594638,0.005408327889705535,25,10,Fri Apr 24 16:32:07 2026,1.0
16,0.1760630977872358,0.051191249892087134,25,10,Fri Apr 24 16:32:29 2026,1.0
16,0.1938295417095866,0.043200197538153434,25,9,Fri Apr 24 16:32:45 2026,1.0
16,0.1888848665908435,0.03484430253697664,25,10,Fri Apr 24 16:33:00 2026,1.0
15,0.13682442319966606,-0.0008829687503629943,20,10,Fri Apr 24 16:37:06 2026,0.0
15,0.15060678703328573,0.005487173672524703,20,11,Fri Apr 24 16:37:23 2026,0.0
15,0.15643842763922103,0.0008866092253554524,20,12,Fri Apr 24 16:37:53 2026,0.0
15,0.1721159811492726,0.0368854062674528,20,8,Fri Apr 24 16:41:36 2026,1.0
15,0.15755390078465412,-0.01476536799725453,20,7,Fri Apr 24 16:41:49 2026,1.0
15,0.18191157304652053,0.014789715132247604,20,8,Fri Apr 24 16:42:06 2026,1.0
15,0.18897613729920795,0.05875583269636346,20,8,Fri Apr 24 16:42:23 2026,1.0
15,0.163538794868262,0.04403612802596376,20,8,Fri Apr 24 16:42:38 2026,1.0
15,0.1344085412856618,0.06474612785126119,20,8,Fri Apr 24 16:42:55 2026,1.0
14,0.13872365840241216,-0.002473875523195753,20,11,Fri Apr 24 16:47:45 2026,0.0
14,0.13457315678996623,-0.005672603427424505,20,10,Fri Apr 24 16:48:08 2026,0.0
14,0.13015676792737793,0.004456047036233858,20,12,Fri Apr 24 16:48:31 2026,0.0
14,0.11829321001198427,0.026927332454333788,20,8,Fri Apr 24 16:52:15 2026,1.0
14,0.15251589432591287,0.030010554742434484,20,8,Fri Apr 24 16:52:39 2026,1.0
14,0.16907419564516438,0.041977155545260166,20,8,Fri Apr 24 16:52:53 2026,1.0
14,0.17570039312991428,0.01181009125062182,20,9,Fri Apr 24 16:53:10 2026,1.0
14,0.14951315089154274,0.043511761646443665,20,8,Fri Apr 24 16:53:27 2026,1.0
14,0.12408966754634344,0.02355740329843002,20,10,Fri Apr 24 16:53:57 2026,1.0
13,0.12969706480143506,0.003337599519932453,20,11,Fri Apr 24 16:57:59 2026,0.0
13,0.12923082873369787,0.003540425903654273,20,13,Fri Apr 24 16:58:24 2026,0.0
13,0.11511442696526016,-0.0007284226717386514,20,12,Fri Apr 24 16:58:42 2026,0.0
13,0.12718760336660065,0.040289995506012026,20,8,Fri Apr 24 17:03:10 2026,1.0
13,0.1476087893049457,0.030987489933771026,20,7,Fri Apr 24 17:03:26 2026,1.0
13,0.17831673027129558,0.0560507826707191,20,8,Fri Apr 24 17:03:39 2026,1.0
13,0.14530534419038893,0.0012969988267564321,20,9,Fri Apr 24 17:03:59 2026,1.0
13,0.12765539788942026,0.018785312283671488,20,9,Fri Apr 24 17:04:16 2026,1.0
13,0.1369553184291294,0.047309863412120186,20,9,Fri Apr 24 17:04:30 2026,1.0
12,0.09676800107449311,-0.007613694302934699,20,11,Fri Apr 24 17:08:14 2026,0.0
12,0.11494642205794971,-0.0028520069509034972,20,12,Fri Apr 24 17:08:46 2026,0.0
12,0.12556044504109865,0.001536024301014246,20,12,Fri Apr 24 17:09:04 2026,0.0
12,0.11593694755008496,0.036678612785761996,20,8,Fri Apr 24 17:14:05 2026,1.0
12,0.13039221965906878,0.04802068059685327,20,8,Fri Apr 24 17:14:27 2026,1.0
12,0.14478229498699055,0.043395675227833726,20,8,Fri Apr 24 17:14:48 2026,1.0
12,0.09847193404266547,0.0024839324772532997,20,9,Fri Apr 24 17:15:17 2026,1.0
12,0.15231739009822734,0.001007729619083102,20,8,Fri Apr 24 17:15:34 2026,1.0
12,0.17941183791531348,-0.006970584709357506,20,9,Fri Apr 24 17:15:58 2026,1.0
11,0.10961058871483986,0.00220862779942104,20,12,Fri Apr 24 17:21:10 2026,0.0
11,0.11741069620414502,0.00024277985678766798,20,13,Fri Apr 24 17:21:27 2026,0.0
11,0.10402624040542183,-0.004305199554236363,20,12,Fri Apr 24 17:21:54 2026,0.0
11,0.16194599813738314,0.038806877682717726,20,8,Fri Apr 24 17:27:00 2026,1.0
11,0.12789243399404676,0.012152407887967245,20,8,Fri Apr 24 17:27:20 2026,1.0
11,0.110642569184288,0.006616714280955477,20,8,Fri Apr 24 17:27:38 2026,1.0
11,0.11952577230750898,0.02545953093740946,20,8,Fri Apr 24 17:28:07 2026,1.0
11,0.11288370836097035,0.056702197798854555,20,8,Fri Apr 24 17:28:29 2026,1.0
11,0.10409171788137087,0.0241482319593593,20,9,Fri Apr 24 17:28:49 2026,1.0
10,0.12033271019350467,0.0061910209536536805,25,9,Fri Apr 24 20:11:40 2026,0.0
10,0.1297912574191768,-0.0010717524415620838,25,10,Fri Apr 24 20:11:51 2026,0.0
10,0.13574792911722067,0.0018596984177267752,25,10,Fri Apr 24 20:12:05 2026,0.0
10,0.13521513630301085,0.016966284697560036,25,7,Fri Apr 24 20:15:34 2026,1.0
10,0.1234937697604198,0.022445018538325597,25,8,Fri Apr 24 20:15:44 2026,1.0
10,0.1226534744082436,0.007224822637601132,25,8,Fri Apr 24 20:15:53 2026,1.0
10,0.1468317389319578,0.01281630722221452,25,8,Fri Apr 24 20:16:09 2026,1.0
10,0.11941814976125908,0.019247483776031936,25,10,Fri Apr 24 20:16:20 2026,1.0
10,0.14192893460276113,0.013882504530026008,25,9,Fri Apr 24 20:16:35 2026,1.0
9,0.10296291683248697,0.0005446803122394931,25,35,Fri Apr 24 20:39:47 2026,0.0
9,0.12117624769144768,0.0036936178256976753,25,21,Fri Apr 24 21:21:52 2026,0.0
9,0.12111114060173973,0.0017700536830484313,25,12,Fri Apr 24 21:22:06 2026,0.0
9,0.12992940064945038,0.010197986148214485,25,9,Fri Apr 24 21:24:43 2026,1.0
9,0.0996093512678575,0.012680480441164266,25,25,Fri Apr 24 21:32:53 2026,1.0
9,0.11370126614505228,0.015294666978051742,25,26,Fri Apr 24 21:33:25 2026,1.0
9,0.11719184787258005,0.01094813823732635,25,10,Fri Apr 24 21:42:35 2026,1.0
9,0.11638944719021514,0.006849207751103451,25,10,Fri Apr 24 21:42:52 2026,1.0
9,0.10521914984063324,0.012342617032652948,25,10,Fri Apr 24 21:44:23 2026,1.0
8,0.10583334148324858,-0.0008685304149582637,25,10,Fri Apr 24 21:46:59 2026,0.0
8,0.10765695643051283,-0.0013372306319717059,25,10,Fri Apr 24 21:47:14 2026,0.0
8,0.10502048209108496,-0.0045505794734520795,25,11,Fri Apr 24 21:47:26 2026,0.0
8,0.07725819091304638,0.006241818781552473,25,12,Fri Apr 24 21:50:26 2026,1.0
8,0.10514338371079733,0.01744200875055349,25,12,Fri Apr 24 21:50:51 2026,1.0
8,0.10874179161493946,0.011424913159196626,25,10,Fri Apr 24 21:51:03 2026,1.0
8,0.0945603976003782,0.012367489594190827,25,10,Fri Apr 24 21:51:20 2026,1.0
8,0.10205395471163183,0.008608156697023157,25,10,Fri Apr 24 21:51:38 2026,1.0
8,0.10116437091532306,0.010152964424682632,25,10,Fri Apr 24 21:51:54 2026,1.0
7,0.0956362878464642,0.0035502698141020653,25,11,Fri Apr 24 21:56:28 2026,0.0
7,0.085437593820247,0.000414039729793517,25,11,Fri Apr 24 21:56:42 2026,0.0
7,0.08148601191587879,-2.9552716802217525e-05,25,13,Fri Apr 24 21:57:32 2026,0.0
7,0.10223727693501053,0.014045573631729157,25,10,Fri Apr 24 22:02:38 2026,1.0
7,0.08778983953918959,0.006683881089430402,25,10,Fri Apr 24 22:03:11 2026,1.0
7,0.07465988485508684,0.006268383068503864,25,10,Fri Apr 24 22:03:22 2026,1.0
7,0.09449491198878394,0.0032834681794273123,25,15,Fri Apr 24 22:03:39 2026,1.0
7,0.10850101783789745,0.007415534665033091,25,11,Fri Apr 24 22:03:52 2026,1.0
7,0.07270183713707994,0.013281758368820248,25,11,Fri Apr 24 22:04:38 2026,1.0
6,0.07029168381496866,-0.0019300330953418241,25,13,Fri Apr 24 22:08:00 2026,0.0
6,0.06988872882456414,0.0003934430108930846,25,13,Fri Apr 24 22:08:33 2026,0.0
6,0.07228533953672182,0.004978687813344425,25,15,Fri Apr 24 22:09:19 2026,0.0
6,0.09138485371564482,0.0023135745606376015,25,12,Fri Apr 24 22:20:54 2026,1.0
6,0.087527889769581,0.014516250279946664,25,12,Fri Apr 24 22:25:17 2026,1.0
6,0.08144719076205867,0.02014266147863229,25,13,Fri Apr 24 22:29:29 2026,1.0
6,0.08107599771864973,0.018674304916532578,25,12,Fri Apr 24 22:30:19 2026,1.0
6,0.07737674711357165,0.012191970742381826,25,12,Fri Apr 24 22:30:51 2026,1.0
6,0.08147691115431847,-0.008085506082777158,25,12,Fri Apr 24 22:31:10 2026,1.0
5,0.037815835084474794,0.00170570627546542,15,12,Fri Apr 24 22:47:25 2026,0.0
5,0.03591103883741665,-0.004333420818162038,15,13,Fri Apr 24 22:47:41 2026,0.0
5,0.03589630224137005,-0.000388052017748728,15,12,Fri Apr 24 22:47:56 2026,0.0
5,0.041078105997309364,0.000910783876282827,15,9,Fri Apr 24 22:56:04 2026,1.0
5,0.04193623986819477,0.0033084087174627577,15,9,Fri Apr 24 22:56:16 2026,1.0
